"","Name","Domestication","Genotype","Flooding","Herbivory","Treatment_Combination","SampleID","Biomass","Height","Cyclopentanone","X2_Hexenal","ethylcyclopentanone","b_Myrcene","X3_Hexen.1.ol.acetate","X2_Hexen1olacetate","D_Limonene","transbetaOcimene","betaOcimene","y_Terpinene","alpha_Terpinolene","alpha_myrcene","Linalool","Nonanal","Dimethylnonatriene","Bicyclopentyl1diene","Methylsalicylate","X11_Bicyclopentyl2one","Indole","Tridecane","alphaMuurolene","Ylangene","alphaCopaene","betaBourbonene","alphaSesquiphellandrene","gamma_Himachalene","Caryophyllene","epi_Bicyclosesquiphellandrene","transalphaBergamotene","Sesquisabinene","Humulene","EbetaFarnesene","betaCopaene","y_Muurolene","GermacreneD","X1Pentadecane","Pentadecane","betaBisabolene","betaCucurmene","betasesquiphellandrene","transGeranylgeraniol","Total_VOCs"
"58","30919","Wild","G3","Not_Flooded","Herbivory","Herbivory","G3_H_4",57.28,102.7,11532.08799,0,6381.162709,1340.118715,50599.63338,0,0,933.5893855,2324.092179,736.8715084,0,1255.499302,14213.16341,62761.26047,149339.1236,5767.772346,1689.629888,204260.5796,0,0,9268.418296,15527.30447,0,0,7215.240922,6599.406425,176029.382,0,401969.7277,9906.791201,8252.810754,200097.6606,1351.222067,1867.074022,6560.666899,0,8712.028631,2842.527933,1352.601257,11097.99232,1993.365922,1383778.806
"59","30919","Wild","G3","Not_Flooded","Herbivory","Herbivory","G3_H_5",44.41,93.7,10252.75839,0,0,0,3231.501914,0,0,0,0,0,0,0,641.0042783,0,8615.852286,0,0,1038.662463,0,0,2557.757262,3227.583878,0,0,234.5192524,0,68150.46161,0,61687.14254,286.4444945,1507.250619,5748.615177,0,103.0848908,0,0,1135.555055,94.84350372,0,360.707048,0,168873.7447
"60","30919","Wild","G3","Not_Flooded","Herbivory","Herbivory","G3_H_6",31.6,99.1,0,360.4113924,32.91139241,41.10759494,4365.348101,0,0,0,0,0,180.2531646,36.96202532,0,0,4872.848101,0,38.63924051,1722.025316,0,0,1088.164557,755.7278481,0,45.25316456,99.49367089,0,225.1582278,0,19514.17722,150.3481013,0,2742.056962,0,0,0,0,440.7594937,137.943038,38.63924051,0,0,36888.22785
"61","30919","Wild","G3","Flooded","No","Flooding","G3_F_1",19.79,59.8,67842.04144,0,18191.66246,1199.242041,9854.573017,0,3144.26478,1005.659424,1753.916119,0,0,1822.587165,1828.398181,270.3890854,214654.3204,7424.355735,392.3193532,150281.4047,0,0,0,636.0282971,0,0,519.9595755,0,19244.21425,0,30019.95958,0,4338.95907,0,0,0,0,0,1115.91713,283.3754421,0,0,0,535823.5472
"62","30919","Wild","G3","Flooded","No","Flooding","G3_F_2",21.33,65.9,76070.74543,0,14558.60291,1100.140647,8050.445382,0,3181.997187,0,2238.443507,0,291.1392405,2193.811533,3540.881388,0,271237.1308,5524.519456,431.2236287,137262.6348,0,484.8570089,5261.368964,9751.523676,0,514.3928739,2010.782935,14786.45101,17023.25363,1024.378809,44101.50023,619.2686357,20457.89967,0,0,318.2841069,0,0,1015.096109,810.6891702,365.5414909,1282.419128,969.8546648,646479.278
"63","30919","Wild","G3","Flooded","No","Flooding","G3_F_3",20.21,63,93125.18555,504.0079169,26015.53686,568.48095,8891.390401,0,4490.153389,0,321.8208808,0,286.8876794,888.4215735,667.9861455,685.106383,19948.83721,11320.68283,557.9910935,200643.8892,0,368.0851064,363.5329045,946.5116279,0,479.0697674,215.437902,1417.664523,1834.487877,0,5044.285007,0,452.9935675,0,0,0,0,0,0,0,0,0,0,380038.4463
"64","30919","Wild","G3","Flooded","No","Flooding","G3_F_4",6.45,42.1,729728.6822,0,164332.4031,2871.162791,23530.23256,0,50062.32558,0,0,0,0,3913.953488,1176.744186,2260.930233,9812.248062,73283.87597,4644.031008,886698.7597,0,2883.72093,0,0,0,1088.992248,2507.44186,7826.821705,1057.209302,0,8661.085271,0,1709.147287,0,0,0,0,0,9755.03876,1220.155039,0,0,0,1989024.961
"65","30919","Wild","G3","Flooded","No","Flooding","G3_F_5",27.74,65.5,11254.36193,0,4381.614996,0,51289.76208,0,638.3201154,0,6118.348955,0,31463.44629,4212.797404,7493.871665,0,229698.3417,3403.388609,0,59239.07714,0,399.1348234,1549.891853,1752.919971,0,1968.240807,2209.805335,2909.012257,2077.433309,0,61036.84211,1214.744052,39478.91132,0,438.2119683,2954.866619,0,0,3175.702956,840.3749099,414.924297,1383.525595,2281.4708,535279.3439
"66","30919","Wild","G3","Flooded","No","Flooding","G3_F_6",19.99,69.4,35605.6028,0,11418.65933,1038.11906,9158.47924,0,2172.586293,0,10268.03402,0,0,6076.088044,2682.391196,0,785752.9765,7076.988494,0,143867.7839,0,0,0,2118.35918,0,0,2712.406203,4437.068534,1461.730865,0,153271.2356,3467.483742,85104.35218,0,0,0,0,0,0,851.5757879,0,2782.741371,8352.326163,1279676.989
"67","30919","Wild","G3","Flooded","Herbivory","DualStress","G3_FH_1",26.7,70.4,26093.67041,0,4229.812734,1291.7603,3111.161049,0,0,0,6952.097378,0,0,1053.857678,1450.898876,511.9850187,111612.7715,1412.808989,0,12678.35206,0,0,4382.58427,3685.992509,0,0,3572.059925,44161.83521,3592.209738,0,171481.3483,2928.314607,556.0674157,51873.59551,957.752809,962.3970037,472.8089888,0,1512.172285,2917.715356,1793.333333,3034.94382,0,468284.3071
"68","30919","Wild","G3","Flooded","Herbivory","DualStress","G3_FH_2",28.88,80.6,0,0,1855.263158,1607.063712,2492.901662,0,0,0,15439.85457,0,0,5780.747922,2011.045706,0,673509.0374,1999.515235,0,10163.15789,0,0,2952.18144,1217.451524,0,0,4811.288089,51455.22853,3408.414127,0,261342.6247,4463.781163,718.2479224,79886.59972,981.7867036,1088.019391,920.533241,0,871.0180055,2690.062327,917.2437673,5032.306094,0,1137615.374
"69","30919","Wild","G3","Flooded","Herbivory","DualStress","G3_FH_3",27.03,73.1,27469.29338,3081.465039,2851.535331,2534.591195,5410.691824,0,0,1123.899371,8944.358121,0,0,5861.857196,3127.857936,0,819924.4543,2764.409915,0,17590.19608,0,1202.478727,8283.425823,15503.07066,0,0,11507.80614,37247.46578,139130.5586,0,464075.9526,10138.54976,5123.196448,98131.07658,1226.63707,2422.234554,1331.261561,0,1581.982982,3124.972253,3078.764336,13421.53163,0,1717215.575
"70","30919","Wild","G3","Flooded","Herbivory","DualStress","G3_FH_4",33.38,65.9,32564.46974,0,6023.367286,1534.631516,12812.97184,0,0,0,9821.44997,0,0,3900.239664,2009.017376,1201.437987,629853.6249,4394.877172,0,0,0,0,2700.029958,3619.832235,0,0,5258.058718,14241.55183,58696.70461,0,153810.1258,4568.993409,2396.464949,32474.17615,0,798.2324745,0,0,0,896.5847813,774.0263631,3093.97843,0,987444.8472
"71","30919","Wild","G3","Flooded","Herbivory","DualStress","G3_FH_5",27.22,69.1,33610.94783,0,4988.795004,450.9184423,14303.26965,0,0,0,8200.551065,0,0,2148.383542,2307.310801,369.1036003,347508.5231,4124.908156,0,0,0,0,2146.105805,425.6796473,0,0,3037.141807,5343.350478,28648.3468,0,205534.2395,4626.230713,1311.792799,82369.47098,713.4827333,438.5378398,372.8875827,0,0,821.050698,528.6921381,3924.136664,1339.860397,759593.7178
"72","30919","Wild","G3","Flooded","Herbivory","DualStress","G3_FH_6",27,67.6,55236.88889,0,11009.2963,4063.777778,24724.62963,0,1337.37037,1638.777778,35823.59259,0,0,7261.074074,7927.407407,2343.814815,1149880.926,1662.074074,0,10576.92593,0,0,0,2480.851852,0,0,11919.96296,18138.85185,8289.592593,0,425269.963,11544.85185,0,98821.81481,0,0,0,0,5671.074074,2519.518519,1712.777778,12992.7037,1461.814815,1914310.333
"73","Maicillo","Wild","G4","Not_Flooded","No","Control","G4_C_1",36.54,94.1,42961.35742,0,9270.498084,0,3600.191571,0,1294.882321,574.7400109,0,0,0,0,0,0,619.4854953,2658.401752,159.2775041,55778.6809,0,158.9490969,754.8166393,3173.289546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.5977011,0,121159.168
"74","Maicillo","Wild","G4","Not_Flooded","No","Control","G4_C_2",67.2,100.9,3043.824405,0,966.7857143,565.2529762,2391.473214,0,147.8125,0,0,0,0,0,0,0,174.8660714,326.6071429,0,19581.90476,0,0,294.047619,523.8541667,0,0,0,0,1340.580357,0,317.1130952,0,0,0,0,0,87.87202381,0,0,74.00297619,0,0,0,29835.99702
"75","Maicillo","Wild","G4","Not_Flooded","No","Control","G4_C_3",54.71,102.1,14293.8768,0,3159.093402,0,2328.386035,0,570.2431,136.7026138,0,0,0,0,129.0257723,0,1817.565345,954.8163041,0,36143.88594,0,0,199.9634436,341.144215,0,0,0,0,826.8506672,0,880.222994,0,1544.927801,0,0,0,0,0,0,0,0,0,0,63326.70443
"76","Maicillo","Wild","G4","Not_Flooded","No","Control","G4_C_4",71.82,106.4,5376.789195,292.8432192,2554.037872,0,1916.875522,0,150.9050404,78.20941242,0,0,0,0,0,0,154.6365915,533.625731,0,21351.03035,0,124.5335561,367.3767753,1218.852687,0,0,0,0,227.8891674,0,214.438875,0,163.0743525,0,0,0,0,0,0,0,0,0,0,34725.11835
"77","Maicillo","Wild","G4","Not_Flooded","No","Control","G4_C_5",56.94,104.6,1647.506147,0,208.1840534,0,2320.003512,0,0,0,0,0,0,0,0,0,99.45556726,0,0,11920.82894,0,0,0,0,0,0,0,0,0,0,85.73937478,0,0,0,0,0,0,0,0,0,0,0,0,16281.71759
"78","Maicillo","Wild","G4","Not_Flooded","No","Control","G4_C_6",55.3,98.1,4309.891501,0,1120.84991,0,2336.455696,0,0,0,0,0,0,0,0,0,1247.468354,187.3598553,0,15751.98915,0,0,0,0,0,0,0,0,1937.016275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26891.03074
"79","Maicillo","Wild","G4","Not_Flooded","Herbivory","Herbivory","G4_H_1",45.37,101,408.2433326,79786.55499,425.5895966,1768.37117,63511.1307,3136.411726,0,0,0,0,0,362.2217324,12369.18669,6266.629932,89838.85828,679.1932995,0,9404.253912,0,0,0,0,0,0,255.1465726,0,3127.308794,0,17804.18779,576.394093,0,67807.9568,0,0,0,0,0,0,0,0,944.9636324,358472.603
"80","Maicillo","Wild","G4","Not_Flooded","Herbivory","Herbivory","G4_H_2",60.02,108.2,1879.673442,28321.90936,0,0,79047.55082,7051.1996,0,432.7724092,0,0,0,214.2619127,21430.78974,3313.395535,35029.57348,207.5141619,0,6656.514495,0,0,0,0,0,0,903.8820393,0,8641.102966,0,67627.55748,1702.3992,246.2012662,101693.0357,216.4945018,0,978.3572143,481.556148,0,531.422859,0,1686.921026,0,368294.0854
"81","Maicillo","Wild","G4","Not_Flooded","Herbivory","Herbivory","G4_H_3",19.91,99.4,15732.49623,66261.778,508.4881969,0,53387.54395,4038.975389,0,0,0,0,0,0,2812.656956,8216.172777,21839.87946,474.4851833,0,22916.77549,0,0,518.5334003,677.5991964,0,0,0,0,10960.97438,0,22781.56705,0,0,38599.14616,0,0,0,0,787.1923656,0,0,0,0,270514.2642
"82","Maicillo","Wild","G4","Not_Flooded","Herbivory","Herbivory","G4_H_4",73.2,116.4,6345.587432,0,297.8688525,0,3683.852459,201.8306011,60.25956284,0,0,0,0,0,364.5628415,1225.095628,611.8442623,113.8251366,0,7272.240437,0,0,251.2431694,457.5273224,0,0,81.2431694,0,756.5437158,0,5327.04918,88.89344262,0,14228.97541,0,0,0,0,84.86338798,67.71857923,0,0,0,41521.02459
"83","Maicillo","Wild","G4","Not_Flooded","Herbivory","Herbivory","G4_H_5",71.31,105.5,1522.11471,0,0,0,2317.795541,0,0,0,0,0,0,0,617.8937035,0,17086.95835,0,0,1194.685177,0,0,487.0565138,316.8139111,0,0,491.0811948,712.9434862,12512.27037,0,47384.89693,714.8226055,404.3191698,36436.72697,0,103.8283551,137.8348058,156.9485346,0,312.3685318,0,1188.683214,0,124100.0421
"84","Maicillo","Wild","G4","Not_Flooded","Herbivory","Herbivory","G4_H_6",44.02,108.9,23154.72512,0,0,1038.777828,3062.471604,0,743.3893685,0,407.9509314,0,0,0,823.3530214,0,5601.385734,0,0,2784.575193,0,0,2736.824171,9525.624716,0,0,918.6051795,0,55097.27397,0,47468.51431,890.7087687,1834.89323,64022.14902,769.1731031,1056.678782,412.380736,220.3089505,1091.753748,141.2994094,0,627.760109,0,224430.577
"85","Maicillo","Wild","G4","Flooded","No","Flooding","G4_F_1",24.11,72.9,103472.9573,0,17464.16425,0,7508.875985,0,4990.004148,1307.341352,0,0,0,0,0,0,4370.302779,4203.98175,0,130714.1435,0,292.2853588,850.2695977,4792.285359,0,349.0253007,0,0,442.6793861,0,399.6681875,0,0,0,553.4218167,0,2194.110328,680.9622563,306.014102,0,0,0,0,284892.4928
"86","Maicillo","Wild","G4","Flooded","No","Flooding","G4_F_2",18.46,77.9,86723.56446,0,8573.943662,1866.468039,8148.15818,0,665.3304442,0,0,0,0,0,3053.412784,0,22700.65005,1273.40195,0,60590.19502,0,0,0,0,0,0,0,0,7708.179848,0,8797.670639,0,12015.92633,0,303.5752979,0,355.9588299,0,571.5059588,0,0,0,0,223347.9415
"87","Maicillo","Wild","G4","Flooded","No","Flooding","G4_F_3",22.19,61.7,88214.01532,1987.5169,11951.64489,1369.806219,8637.584498,0,2883.235692,0,3756.421812,0,764.8490311,1241.099594,17856.01622,0,251216.2686,3407.120324,0,0,0,0,3188.688598,2087.5169,0,0,3786.210005,22240.01803,72799.54935,0,134273.1411,2408.562416,2205.633168,0,0,547.9495268,564.7589004,1217.305092,1339.161785,2963.497071,818.7922488,4175.168995,8048.760703,655950.293
"88","Maicillo","Wild","G4","Flooded","No","Flooding","G4_F_4",27.29,61.1,105434.4082,0,21104.91022,394.7599853,5626.786369,0,6660.718212,1971.637963,0,0,0,0,1076.80469,334.5181385,339.2085013,5743.495786,355.0751191,141941.004,0,0,0,0,0,383.3272261,336.9366068,1322.975449,5270.97838,0,894.3569073,0,5578.71015,0,0,0,0,0,483.6570172,0,0,0,0,305254.2689
"89","Maicillo","Wild","G4","Flooded","No","Flooding","G4_F_5",25.76,45.1,142621.3121,383.734472,25870.26398,0,5666.265528,0,6013.159938,0,0,0,0,325.3493789,0,0,3268.75,6951.940994,438.6645963,138118.9441,0,319.681677,966.7701863,4777.678571,0,297.1661491,1958.695652,33540.06211,19939.59627,0,0,0,784.3167702,0,0,331.1335404,0,0,473.2531056,1658.346273,0,421.8167702,0,395126.9022
"90","Maicillo","Wild","G4","Flooded","No","Flooding","G4_F_6",18.47,61,180623.3893,171129.5615,41882.56632,0,8344.612886,0,7930.427721,3410.990796,0,568.976719,0,585.9772604,595.1272334,714.6182999,8317.433676,10302.27396,0,211221.2236,0,439.6859773,0,0,0,485.760693,0,1414.02274,0,0,1659.122902,0,6619.382783,0,0,0,0,0,835.7877639,0,0,0,442.2847861,657523.2269
"91","Maicillo","Wild","G4","Flooded","Herbivory","DualStress","G4_FH_1",34.12,52.6,70018.99179,1028.634232,27702.40328,2254.689332,13143.08324,768.3177022,697.1570926,280.5392732,2998.9449,0,0,605.890973,12925.99648,2234.26143,67668.11254,948.5638921,0,15618.02462,0,583.0890973,1803.048066,3627.637749,0,0,2261.313013,5666.236811,47597.03986,626.6998828,121827.4033,2522.039859,3010.199297,113806.0668,2479.36694,654.8358734,1356.096131,2333.880422,607.3856975,1868.171161,522.4794842,2627.286049,0,534673.8863
"92","Maicillo","Wild","G4","Flooded","Herbivory","DualStress","G4_FH_2",16.05,67.5,196123.7383,150380.2492,59924.23676,1827.102804,242595.6386,45488.34891,7752.087227,1573.021807,17724.92212,940.7476636,0,3806.043614,54773.58255,44681.05919,302237.1963,7365.233645,3579.501558,66680.18692,0,0,0,0,0,0,1192.461059,3701.05919,33540.56075,0,46333.70717,784.3613707,1744.548287,71273.33333,1575.638629,0,0,632.7725857,902.9283489,0,0,0,0,1369134.268
"93","Maicillo","Wild","G4","Flooded","Herbivory","DualStress","G4_FH_3",24.96,59.1,90030.44872,4307.011218,41774.55929,545.9535256,20954.80769,1820.272436,239.463141,346.9551282,1434.735577,0,0,368.5496795,19543.91026,2073.357372,42367.38782,889.6634615,0,13944.11058,361.7788462,362.7003205,0,0,0,0,1132.371795,0,8197.235577,0,42574.55929,1072.876603,876.6826923,55439.34295,1488.621795,0,909.375,608.4935897,438.1009615,0,0,0,0,354103.3253
"94","Maicillo","Wild","G4","Flooded","Herbivory","DualStress","G4_FH_4",25.61,61.1,139086.5287,199895.002,52378.60211,2697.071456,388910.777,180677.9383,10689.84772,3207.887544,55387.46583,0,1453.846154,0,83425.96642,31728.89496,342635.0644,6901.679032,0,50144.67005,0,0,0,0,0,0,8798.789535,2188.637251,106680.984,0,391835.3378,13066.92698,5062.944162,687856.3061,2635.142522,0,1821.671222,5114.408434,0,6096.563842,0,11928.19211,3047.793831,2795354.939
"95","Maicillo","Wild","G4","Flooded","Herbivory","DualStress","G4_FH_5",31.01,71.2,91609.57756,183204.6114,37578.10384,1787.907127,234443.8246,228587.0687,0,1043.115124,7461.012577,680.7158981,1027.958723,655.3047404,45489.29378,23129.6356,113375.0403,3015.511125,0,30386.06901,0,0,0,0,0,0,1002.934537,0,15265.72074,0,50276.29797,1542.244437,868.7520155,134729.2486,1387.745888,0,0,503.7407288,0,0,0,0,0,1209051.435
"96","Maicillo","Wild","G4","Flooded","Herbivory","DualStress","G4_FH_6",28.46,60.2,89307.02741,173422.6283,45163.77372,4650.421644,326644.5889,299831.6585,0,1826.77442,6183.801827,0,760.2951511,2194.869993,22839.14266,33785.17217,303472.312,3944.90513,0,41201.47576,0,0,0,663.8791286,0,0,4965.460295,0,27112.64933,0,141908.2923,5710.962755,1516.795502,210132.4666,1285.804638,0,837.3155306,905.4813774,1762.579058,982.642305,0,0,0,1753013.176
"97","Michoacan 351","Mexican landrace","G5","Not_Flooded","No","Control","G5_C_1",58.01,130.6,0,0,3607.326323,0,2676.469574,0,555.2318566,0,140.9584554,0,0,97.98310636,0,0,7655.869678,1667.229788,0,39994.55266,0,98.75883468,5915.635235,4154.163075,0,134.0630926,1148.819169,18575.79728,7204.740562,131.5635235,9450.577487,174.0734356,7483.106361,0,0,446.7505602,114.1010171,127.2194449,333.6666092,2470.45337,730.3913118,693.776935,0,115783.2787
"98","Michoacan 351","Mexican landrace","G5","Not_Flooded","No","Control","G5_C_2",65.29,162.2,30368.18808,0,6657.74238,8850.237402,1727.599939,0,1129.208148,0,0,0,0,0,4611.24215,284.9594119,6677.546332,2309.220401,0,41279.29239,0,0,7543.16128,6023.250115,0,0,6257.727064,112386.4145,3000.903661,348.4147649,822.7599939,329.4225762,8774.253331,0,0,1988.650636,566.8555675,265.2014091,660.5605759,11614.78021,2706.432838,1255.76658,0,268439.7917
"99","Michoacan 351","Mexican landrace","G5","Not_Flooded","No","Control","G5_C_3",44.97,138.7,60532.1103,0,9487.169224,5580.320213,2417.678452,0,2246.586613,0,0,0,0,0,3222.459417,187.658439,3699.110518,1834.889927,0,50223.57127,0,0,0,0,0,0,0,0,22410.22904,0,0,0,535.534801,0,0,0,387.4805426,0,0,0,0,0,0,162764.7988
"100","Michoacan 351","Mexican landrace","G5","Not_Flooded","No","Control","G5_C_4",43.73,122.9,0,0,8370.683741,0,5984.175623,0,2786.805397,0,0,0,0,0,809.5586554,281.7059227,484.8159158,2552.801281,241.3903499,89816.23599,0,207.088955,315.0468786,0,0,297.2101532,789.3894352,8715.710039,9336.702493,0,1659.638692,0,286.6681912,0,0,0,239.2179282,354.5163503,627.4411159,1203.453007,371.9185914,0,0,135732.1747
"101","Michoacan 351","Mexican landrace","G5","Not_Flooded","No","Control","G5_C_5",60.16,139.6,21897.60638,0,4760.704787,3653.390957,1763.56383,0,1158.843085,0,0,0,0,0,2154.005984,119.0325798,2808.244681,1315.05984,0,41284.30851,0,0,129.5378989,413.5472074,0,0,0,5009.109043,1413.28125,0,1295.09641,0,544.2819149,0,0,0,876.462766,0,0,109.6908245,0,0,0,90705.76795
"102","Michoacan 351","Mexican landrace","G5","Not_Flooded","No","Control","G5_C_6",42.71,142.8,27404.12081,0,6739.405292,0,3053.851557,0,2083.844533,654.9285882,0,0,0,0,0,0,0,2482.650433,0,68668.90658,0,0,23899.69562,16546.9211,0,0,8616.834465,156298.9698,7058.768438,901.3111683,5725.61461,501.00679,11782.06509,0,0,2827.862327,881.2924374,0,743.0812456,16887.16928,5491.922266,1687.075626,0,370937.2981
"103","Michoacan 351","Mexican landrace","G5","Not_Flooded","Herbivory","Herbivory","G5_H_1",42.79,113.5,10952.06824,137.7892031,396.938537,12751.67095,3926.828698,0,262.7249357,0,241.5517644,0,0,0,1890.815611,270.6940874,2897.078757,398.4575835,0,4829.492872,0,513.461089,23929.21243,18756.81234,0,316.0551531,2217.667679,7330.49778,64302.07993,618.3220379,60263.54288,1560.69175,2529.656462,38229.89016,252.4421594,1410.212667,308.5534003,262.0472073,691.5167095,811.0773545,0,2848.516008,0,266108.3664
"104","Michoacan 351","Mexican landrace","G5","Not_Flooded","Herbivory","Herbivory","G5_H_2",45.83,119.3,2822.932577,0,0,0,5977.045603,980.3185686,0,0,590.5084006,0,0,0,16488.13005,481.7368536,22576.78377,2544.555968,0,0,0,0,0,0,0,0,3641.239363,44059.9389,165144.2723,0,21667.64128,655.2912939,5850.447305,43091.31573,555.5967707,0,408.1387737,0,330.5476762,5725.638228,0,0,766.506655,344358.5861
"105","Michoacan 351","Mexican landrace","G5","Not_Flooded","Herbivory","Herbivory","G5_H_3",39.34,137.8,16760.77783,0,618.7849517,0,3196.695475,0,773.3604474,0,693.4672089,0,0,0,2106.55821,0,34289.04423,616.5734621,0,6104.422979,0,0,22943.44179,19335.94306,0,0,4400.101678,30562.27758,255928.6477,886.2480935,21696.23793,714.8957804,10013.31978,26506.68531,741.6878495,1441.154042,1215.35333,0,552.6690391,627.0208439,1424.860193,831.7488561,528.4951703,465510.4728
"106","Michoacan 351","Mexican landrace","G5","Not_Flooded","Herbivory","Herbivory","G5_H_4",50.32,130.5,16742.82591,0,556.4189189,7237.539746,3117.468203,0,0,0,0,0,0,0,3900.357711,0,89682.37281,0,0,4178.000795,0,0,9966.434817,6188.77186,0,0,10736.72496,187624.1852,16731.31955,0,58521.68124,1808.247218,0,73774.68203,0,1430.703498,1530.127186,0,0,17192.66693,2831.220191,1111.625596,0,514863.3744
"107","Michoacan 351","Mexican landrace","G5","Not_Flooded","Herbivory","Herbivory","G5_H_5",43.56,109.2,20902.68595,0,244.7428834,2828.030303,3318.434343,0,0,0,0,0,0,0,837.3507805,0,28832.34619,0,0,3247.704316,0,0,412.2130395,350.7346189,0,0,518.4573003,0,64485.46832,0,0,0,0,2590.955005,0,0,0,0,0,346.8549128,0,0,0,128915.978
"108","Michoacan 351","Mexican landrace","G5","Not_Flooded","Herbivory","Herbivory","G5_H_6",53.76,106.9,8602.529762,0,0,7620.610119,2926.357887,104.7991071,0,0,0,0,0,0,3601.748512,86.79315476,8981.640625,0,0,3127.380952,0,0,101.4508929,79.37127976,0,114.0438988,422.0424107,1279.166667,11367.37351,0,35066.40625,386.1049107,387.3697917,17371.65179,0,0,0,0,0,196.875,138.7276786,314.3973214,0,102276.8415
"109","Michoacan 351","Mexican landrace","G5","Flooded","No","Flooding","G5_F_1",37.51,110.6,24531.93815,0,6796.854172,0,8732.258065,411.8901626,1909.704079,0,3293.281792,0,0,1783.177819,2672.993868,0,176785.0706,3845.001333,3817.835244,61894.58811,0,0,0,0,0,0,828.2324713,0,44318.63503,0,25092.69528,599.9200213,39369.90136,0,0,0,833.2977873,0,0,0,0,508.2111437,13748.76033,421774.2468
"110","Michoacan 351","Mexican landrace","G5","Flooded","No","Flooding","G5_F_2",24.72,86.1,47296.39968,0,10807.68608,30906.95793,5744.053398,0,2648.543689,622.815534,0,0,0,524.7572816,26539.72492,508.3333333,701.5776699,4810.639159,15351.53722,72541.01942,0,0,8238.147249,6142.394822,0,512.1359223,8019.700647,158085.5583,6547.249191,0,1799.069579,0,12305.62298,0,0,1324.514563,0,325.1618123,928.6407767,28007.44337,506.7152104,910.0323625,2232.686084,454889.1182
"111","Michoacan 351","Mexican landrace","G5","Flooded","No","Flooding","G5_F_3",25.34,97.8,59546.36938,0,12670.63931,8335.082873,4500.552486,6117.245462,0,0,0,0,0,338.0426204,4620.402526,325.8879242,50127.03236,4947.237569,1599.88161,140828.7687,0,351.3022889,10524.78295,8656.511444,0,696.2115233,0,0,5382.951855,0,0,0,0,0,0,713.9700079,534.0173639,0,847.6716654,406.0773481,0,665.1539069,1066.298343,323802.0915
"112","Michoacan 351","Mexican landrace","G5","Flooded","No","Flooding","G5_F_4",24.35,97,48709.15811,0,8112.607803,0,5017.61807,0,696.7556468,493.8398357,0,0,0,0,1092.279261,0,6194.004107,2338.562628,0,78345.50308,0,0,0,0,0,405.1334702,1214.045175,30158.23409,2172.11499,0,2238.193018,0,2720.123203,0,0,0,0,0,368.3367556,2910.513347,0,0,0,193187.0226
"113","Michoacan 351","Mexican landrace","G5","Flooded","No","Flooding","G5_F_5",20.82,86.4,41939.76945,0,7020.12488,23163.68876,6762.199808,0,1670.172911,580.3554275,1606.051873,0,0,0,10600.96061,0,10500.57637,7319.308357,1688.808838,59842.69933,0,0,15781.21998,14555.66763,0,0,4155.18732,46231.02786,49795.34102,376.5129683,6313.256484,340.3938521,5318.15562,0,0,1130.835735,0,0,861.9596542,854.2747358,3079.731028,1138.376561,0,322626.6571
"114","Michoacan 351","Mexican landrace","G5","Flooded","No","Flooding","G5_F_6",26.23,100.6,59803.43119,0,13580.17537,31606.21426,3774.532978,0,2833.015631,727.1063668,370.4155547,0,0,0,25467.63248,273.122379,38628.32634,4460.312619,1811.094167,74294.77697,0,260.693862,0,17674.5711,14481.12848,639.7636294,6143.652307,107508.3111,9118.223408,399.19939,6578.497903,302.5543271,10265.07815,0,272.2836447,1477.964163,0,0,586.2371331,12820.244,303.6599314,958.1776592,0,447420.3965
"115","Michoacan 351","Mexican landrace","G5","Flooded","Herbivory","DualStress","G5_FH_1",28.48,120,135456.4958,52506.35534,39596.52388,5179.283708,17058.21629,3376.720506,6287.675562,0,289.9929775,332.6896067,0,0,3455.969101,20706.42556,9698.630618,3358.497191,0,40928.9677,0,0,1495.294944,1049.543539,0,0,0,0,3557.162921,0,6213.518258,0,0,1190.484551,0,0,0,0,0,0,0,0,0,351738.4481
"116","Michoacan 351","Mexican landrace","G5","Flooded","Herbivory","DualStress","G5_FH_2",25.75,107.1,127047.4951,119278.4466,47432.73786,9468.737864,116547.4563,23504.66019,8460.271845,580.6990291,2288.737864,0,634.4854369,0,8153.980583,29796.54369,14531.18447,3740.504854,0,46646.67961,0,0,9767.68932,8071.76699,0,435.9223301,1131.805825,3839.378641,10892.97087,267.6504854,50169.86408,877.7087379,1038.873786,27452.15534,1047.495146,590.2135922,620.8543689,636.9708738,508.6601942,569.7475728,0,0,434.407767,676466.7572
"117","Michoacan 351","Mexican landrace","G5","Flooded","Herbivory","DualStress","G5_FH_3",10.89,76.4,296768.2277,106900.8264,74777.41047,8955.280073,146951.1478,14445.82185,16092.65381,2793.38843,0,920.7529844,0,0,9833.333333,47165.38108,27173.27824,3151.515152,0,90398.25528,0,0,7697.520661,5137.190083,0,0,3979.79798,75478.32874,48882.73646,0,27867.49311,0,1543.158861,15008.81543,0,605.0505051,0,0,744.3526171,5862.809917,0,0,0,1039134.527
