"","Name","Domestication","Genotype","Flooding","Herbivory","Treatment_Combination","SampleID","Biomass","Height","Cyclopentanone","X2_Hexenal","ethylcyclopentanone","b_Myrcene","X3_Hexen.1.ol.acetate","X2_Hexen1olacetate","D_Limonene","transbetaOcimene","betaOcimene","y_Terpinene","alpha_Terpinolene","alpha_myrcene","Linalool","Nonanal","Dimethylnonatriene","Bicyclopentyl1diene","Methylsalicylate","X11_Bicyclopentyl2one","Indole","Tridecane","alphaMuurolene","Ylangene","alphaCopaene","betaBourbonene","alphaSesquiphellandrene","gamma_Himachalene","Caryophyllene","epi_Bicyclosesquiphellandrene","transalphaBergamotene","Sesquisabinene","Humulene","EbetaFarnesene","betaCopaene","y_Muurolene","GermacreneD","X1Pentadecane","Pentadecane","betaBisabolene","betaCucurmene","betasesquiphellandrene","transGeranylgeraniol","Total_VOCs"
"182","MR19 (Santo Domingo)","Inbred landrace","G8","Flooded","Herbivory","DualStress","G8_FH_2",7.66,50,603846.3446,273628.1984,122299.2167,3844.255875,44265.27415,0,19303.13316,0,0,5003.655352,0,1451.174935,9360.574413,211369.5822,59031.85379,29449.21671,0,427456.3969,0,0,0,0,0,0,0,0,284505.0914,3912.663185,11451.69713,0,7671.801567,9564.751958,0,0,0,0,2399.869452,0,0,0,0,2129814.752
"183","MR19 (Santo Domingo)","Inbred landrace","G8","Flooded","Herbivory","DualStress","G8_FH_3",4.39,43.9,1287320.273,256795.4442,215288.1549,8943.963554,89377.22096,0,16124.14579,0,0,22716.17312,0,3061.275626,4709.111617,407708.4282,47366.97039,43255.35308,0,599194.7608,0,0,0,0,0,0,0,0,512387.6993,7466.059226,15446.69704,0,14040.77449,11308.65604,0,0,0,0,2689.977221,0,0,0,0,3565201.139
"184","MR19 (Santo Domingo)","Inbred landrace","G8","Flooded","Herbivory","DualStress","G8_FH_4",15.49,49.9,409485.1517,340261.3944,133776.9529,1834.409296,26214.26727,0,13314.13815,0,0,1338.411879,970.9489994,900.4519045,12274.82247,59210.07101,35293.93157,5995.674629,0,92746.99806,0,0,0,0,0,0,0,0,34327.30794,0,4401.807618,0,0,2758.876695,0,0,0,0,0,0,0,0,0,1175105.616
"185","MR19 (Santo Domingo)","Inbred landrace","G8","Flooded","Herbivory","DualStress","G8_FH_5",10.19,49.8,579378.999,95111.0893,192457.8018,2704.416094,29134.93621,0,25375.0736,0,0,2421.099117,0,1176.447498,11611.28557,90558.68499,66671.93327,7426.202159,0,158124.7301,0,0,0,0,0,0,0,0,144174.5829,0,7547.988224,0,3871.736997,7048.086359,0,0,0,0,0,0,0,0,0,1424795.093
"186","MR19 (Santo Domingo)","Inbred landrace","G8","Flooded","Herbivory","DualStress","G8_FH_6",9.86,53.2,597155.4767,892462.9817,209231.1359,4170.689655,39153.34686,0,25811.46045,0,0,2006.693712,2054.056795,0,16755.07099,103039.4523,52172.61663,12041.88641,0,145773.5294,0,0,0,0,0,0,0,0,134567.3428,0,7050.10142,0,3680.121704,5451.115619,0,0,0,0,0,0,0,0,0,2252577.079
"187","PHJ40","InbredModern","G9","Not_Flooded","No","Control","G9_C_1",50.04,100.4,14553.3773,0,3460.531575,522.6418865,3138.349321,0,1492.565947,0,160.1918465,0,62.88968825,235.3717026,659.2326139,0,26635.03197,1803.03757,138.2893685,41170.54357,0,0,1604.496403,4411.191047,0,190.3477218,326.4788169,0,47854.61631,0,859.41247,0,2077.198241,0,81.65467626,1267.505995,0,0,475.7793765,400.4596323,716.3069544,819.4844125,487.430056,155604.4165
"188","PHJ40","InbredModern","G9","Not_Flooded","No","Control","G9_C_2",42.2,105.1,24011.89573,1455.853081,4535.28436,584.4312796,2878.957346,0,1600.758294,0,174.8341232,0,0,81.25592417,216.3270142,106.943128,15927.51185,1824.71564,140.6872038,45408.48341,0,122.6303318,1566.445498,4517.440758,0,106.0663507,193.8625592,0,22552.98578,0,842.0379147,0,984.2417062,0,75,1199.668246,0,0,407.2985782,393.7440758,731.1848341,783.1516588,1117.701422,134541.3981
"189","PHJ40","InbredModern","G9","Not_Flooded","No","Control","G9_C_3",47.59,107.1,20312.58668,0,4084.744694,553.6457239,2743.013238,76.25551586,857.6171465,0,2827.526791,0,0,60.22273587,219.9201513,150.7039294,8894.221475,1784.63963,162.281992,42745.84997,0,123.9125867,1327.673881,3703.65623,0,92.14120614,199.9369615,62.93338937,25047.44694,0,736.3101492,0,1171.464593,0,0,1200.483295,0,0,295.965539,405.2532045,600.8405127,743.1183022,276.234503,121460.601
"190","PHJ40","InbredModern","G9","Not_Flooded","No","Control","G9_C_4",42.71,104.3,24310.91079,0,4971.856708,394.6616717,3429.196909,139.6862561,1497.658628,0,2282.627019,0,0,209.0845235,196.2772185,130.6953875,32097.82252,2283.633809,189.7213767,52740.48232,0,196.9328026,1664.387731,4575.509248,0,172.3015687,196.1367361,0,24479.95786,0,897.2605947,0,1186.302974,0,0,1216.74081,0,0,684.2191524,421.4937954,804.4954343,852.6340435,2407.492391,164630.1803
"191","PHJ40","InbredModern","G9","Not_Flooded","No","Control","G9_C_5",48.07,105.6,22922.80008,1025.109216,4892.739755,519.8252548,2433.971292,110.7135428,1037.944664,0,323.1953401,0,0,163.0746828,268.9827335,141.9804452,20871.08384,2163.157895,220.8029956,48149.69836,0,142.3132931,703.3492823,2362.84585,0,169.1283545,78.73933846,0,13718.20262,0,374.4747244,0,583.8568754,0,0,619.3883919,0,0,375.4108592,194.8616601,488.5583524,434.9906387,751.6954441,126242.8958
"192","PHJ40","InbredModern","G9","Not_Flooded","No","Control","G9_C_6",44.22,99.9,19596.24604,716.3500678,4054.500226,356.3772049,2815.739484,0,0,0,510.8095884,0,0,0,189.800995,0,10034.80326,1643.102668,209.2265943,47847.37675,0,166.9832655,1567.141565,3939.800995,0,115.4907282,295.8389869,0,34696.51741,0,910.1311624,0,1573.722298,0,0,1292.265943,0,0,154.9072818,504.7942108,577.8380823,641.1352329,189.3034826,134600.2035
"193","PHJ40","InbredModern","G9","Not_Flooded","Herbivory","Herbivory","G9_H_1",37.95,100.7,27002.79315,0,5396.442688,1099.710145,51945.5336,6318.735178,1657.048748,315.3886693,9626.007905,0,0,1628.484848,12256.62714,19195.75758,296727.8788,3794.756258,0,60363.1357,0,0,576.3899868,2191.857708,0,443.5836627,1013.227931,0,60197.65481,0,40100.94862,1381.581028,2109.038208,122402.3188,0,1152.252964,0,0,1055.731225,0,899.0777339,586.9565217,3806.482213,735245.4018
"194","PHJ40","InbredModern","G9","Not_Flooded","Herbivory","Herbivory","G9_H_2",56.25,101.5,0,0,1939.751111,440.7466667,2992.337778,0,1446.862222,0,2614.204444,0,153.8844444,920.5866667,2765.422222,349.1555556,140854.9511,1466.24,0,4379.857778,0,0,666.88,2551.715556,0,0,368.0355556,0,48868.72889,0,3476.995556,0,1625.92,8386.257778,0,1616.337778,0,0,512.3377778,0,905.4222222,592.7644444,1070.275556,230965.6711
"195","PHJ40","InbredModern","G9","Not_Flooded","Herbivory","Herbivory","G9_H_3",50.23,107.9,10339.02051,0,1793.370496,1615.946645,3657.893689,0,2267.688632,1608.640255,2892.036631,0,280.7883735,1232.868804,1639.279315,0,205021.3418,1175.731634,0,2941.548875,0,0,1076.965957,4080.569381,0,0,607.7244674,0,61128.44913,0,12112.64185,297.8299821,2161.875373,22995.38125,0,2801.075055,0,0,697.35218,0,1197.451722,830.1811666,624.4475413,347078.1007
"196","PHJ40","InbredModern","G9","Not_Flooded","Herbivory","Herbivory","G9_H_4",52.57,106.1,16970.0019,2303.29085,1756.039566,840.0798935,4331.1965,882.6517025,784.2305497,771.0481263,2549.648088,0,0,688.9670915,6797.508084,2731.824234,120223.4544,734.7917063,0,13501.27449,0,136.0852197,738.1206011,2616.663496,0,152.7867605,642.0011413,0,75104.83165,0,9699.733688,220.4679475,2621.932661,20540.72665,0,1578.428762,0,0,293.3231881,130.1692981,768.4040327,576.7928476,431.9954347,292118.4706
"197","PHJ40","InbredModern","G9","Not_Flooded","Herbivory","Herbivory","G9_H_5",43.32,98.2,31386.31117,16571.0988,3192.082179,704.6629732,21146.58356,1691.043398,2064.427516,6398.753463,4403.578024,0,0,1569.32133,16786.40351,10191.08957,258151.1773,2225.715605,0,23240.83564,0,0,880.4709141,3321.191136,0,0,536.6805171,0,55566.32041,0,14196.49123,431.0249307,1799.561404,36062.78855,0,1752.331487,0,0,946.7220683,0,817.820868,584.6952909,736.8421053,517356.0249
"198","PHJ40","InbredModern","G9","Not_Flooded","Herbivory","Herbivory","G9_H_6",40.64,96.4,28998.52362,1293.356299,2680.634843,2449.950787,10254.62598,337.8444882,4188.705709,2253.715551,7173.400591,0,627.5590551,1507.529528,6778.248031,4411.466535,230871.4567,2099.655512,0,13949.6063,0,0,1366.879921,4745.497047,0,0,1759.251969,0,224221.875,0,26106.20079,895.7923228,8328.764764,56229.20768,0,2965.994094,0,0,2125.049213,0,1238.508858,973.8927165,6197.096457,657030.2904
"199","PHJ40","InbredModern","G9","Flooded","No","Flooding","G9_F_1",26.47,77.1,92623.08274,0,12754.02342,2264.412543,14654.51454,0,3256.101247,12766.83037,2633.018512,0,2892.444277,1028.182849,3216.735927,612.3158292,91895.54212,4459.161315,0,83769.32376,0,0,446.8832641,1928.371742,0,0,0,0,19532.41405,0,1277.181715,0,528.031734,0,145.0698904,503.5889686,0,0,646.5432565,0,420.8537968,316.8492633,8300.377786,362871.8549
"200","PHJ40","InbredModern","G9","Flooded","No","Flooding","G9_F_2",29.39,80.9,77013.9163,0,12449.37053,1709.833277,5607.587615,0,3920.449132,0,0,268.5267098,0,342.9397754,1076.964954,469.9557673,13818.5097,4364.341613,165.3623682,98594.28377,0,0,471.5889758,1831.983668,0,149.1323579,146.2402178,0,35340.55801,0,133.6509017,0,901.3610071,0,0,359.0336849,0,0,562.5382783,140.0136101,338.2443008,0,1131.881592,261308.2681
"201","PHJ40","InbredModern","G9","Flooded","No","Flooding","G9_F_3",34.68,79.5,64198.73126,408.7658593,9343.713956,1273.673587,2525.05767,88.69665513,2977.45098,0,869.4059977,0,0,294.8096886,1612.139562,447.6066897,37794.14648,3396.741638,178.171857,73450.14418,0,0,0,1646.251442,0,196.0784314,149.0484429,0,36933.24683,0,1306.286044,0,3993.742791,0,0,513.9561707,0,0,511.6205306,116.3206459,419.9538639,271.7704729,2418.915802,247336.4475
"202","PHJ40","InbredModern","G9","Flooded","No","Flooding","G9_F_4",28.97,76.9,78849.98274,1467.725233,14222.95478,2179.875734,4682.533656,204.28029,3798.343114,0,2223.127373,143.7003797,219.9516741,1148.42941,4344.114601,653.7452537,124159.1647,5241.870901,185.9164653,96366.30998,0,0,634.5184674,2873.144632,0,550.811184,255.9544356,0,47000,0,5103.175699,0,14284.19054,0,0,934.4839489,0,0,737.7632033,0,941.5947532,596.3410425,5857.404211,419861.4084
"203","PHJ40","InbredModern","G9","Flooded","No","Flooding","G9_F_5",34.04,71,67272.85546,8783.989424,8621.034078,846.3572268,4280.904818,0,2458.049354,0,138.6016451,2314.277321,0,431.0810811,975.2643948,566.5099882,20849.82374,3001.938895,212.279671,75790.51116,0,0,0,1150.411281,0,229.6122209,0,0,14105.40541,0,309.3713278,0,344.6827262,0,0,264.012926,0,0,133.8425382,103.5840188,224.5887192,176.7626322,0,213585.7521
"204","PHJ40","InbredModern","G9","Flooded","No","Flooding","G9_F_6",19.01,69.8,138834.7712,713.5192004,17299.42136,1803.577065,6998.527091,174.1188848,0,0,0,0,0,0,332.9300368,222.3040505,7963.072067,6346.08101,463.6507102,144506.3125,0,311.5202525,821.9884271,3686.428196,0,396.580747,0,0,21315.72856,0,0,0,547.9747501,0,0,765.9652814,0,0,232.8774329,0,570.7522357,453.445555,0,354761.5466
"205","PHJ40","InbredModern","G9","Flooded","Herbivory","DualStress","G9_FH_1",25.9,79.7,50996.67954,42833.97683,17598.22394,18158.57143,92708.72587,17620.3861,100606.9112,0,4204.942085,5629.72973,4664.787645,21264.28571,34748.22394,45266.44788,432708.5714,13308.14672,7446.370656,107341.0039,3151.930502,0,4781.544402,1961.583012,3736.756757,6193.706564,2062.239382,2748.957529,200673.668,4567.528958,25346.9112,0,14197.14286,52230.57915,8537.992278,7574.826255,1733.050193,1891.853282,9477.528958,7513.629344,6178.532819,4305.135135,9458.880309,1397943.05
"206","PHJ40","InbredModern","G9","Flooded","Herbivory","DualStress","G9_FH_2",18.79,73.6,142127.7807,60813.46461,24768.12134,3340.447046,22452.20862,1704.896221,7394.358701,0,3723.203832,701.4369345,660.2980309,2341.351783,7904.417243,22575.46567,145516.9771,8338.424694,0,56750.82491,446.567323,0,1414.475785,5905.109101,0,0,777.115487,502.6609899,134458.2757,2103.565726,10206.12028,274.6673763,6346.460883,14141.03246,0,1564.342735,0,540.3938265,1287.546567,202.0755721,1710.058542,1056.519425,5075.838212,699126.5034
"207","PHJ40","InbredModern","G9","Flooded","Herbivory","DualStress","G9_FH_3",22.27,68.3,116453.2106,11998.24877,15845.80153,2648.450831,6722.002694,255.5904805,6506.960036,0,1071.17198,280.2873821,651.8634935,934.1715312,927.1665918,16584.86753,44350.33678,5379.748541,0,39757.74585,0,298.1589582,991.7377638,4157.296812,223.9784463,277.727885,389.4925909,112478.8954,1779.119892,1303.77189,147.8670858,3549.3489,728.1544679,204.0862146,0,1103.098339,0,0,146.2505613,0,1161.383026,700.6286484,334.9797934,400343.6013
"208","PHJ40","InbredModern","G9","Flooded","Herbivory","DualStress","G9_FH_4",18.57,70.1,246628.0022,263421.4324,70077.11362,3273.182553,120583.6295,15675.92892,0,0,3975.282714,636.8874529,1151.642434,1354.4965,16440.33387,54981.7986,152833.8718,3818.2014,298.1152396,66778.83683,0,0,0,0,1256.488961,0,0,0,32582.76791,0,7085.621971,0,927.5713516,11365.58966,0,328.1098546,0,0,1106.785137,0,0,0,0,1076581.691
"209","PHJ40","InbredModern","G9","Flooded","Herbivory","DualStress","G9_FH_5",28.76,76,128737.3435,190601.9819,40301.87761,2748.018081,137427.0515,43925.66064,0,0,5672.044506,597.6008345,969.9930459,1992.976356,33634.14465,28393.42837,302616.6203,2959.45758,305.0764951,41688.45619,0,0,353.1988873,0,1589.812239,0,357.5452017,0,44170.65369,0,14048.67872,709.596662,1579.833102,31784.9096,556.6063978,0,554.9721836,0,8852.399166,0,0,0,0,1067129.937
"210","PHJ40","InbredModern","G9","Flooded","Herbivory","DualStress","G9_FH_6",26.92,70.8,157081.9837,162850.8544,44378.30609,2406.389302,101569.2422,10551.82021,11341.41902,0,2344.279346,1604.569094,461.961367,904.3833581,12367.3477,47691.23328,103142.682,3107.68945,245.9881129,47942.71917,0,0,234.4725111,0,939.1901932,0,0,0,21925.11144,0,5334.026746,0,548.6998514,8767.273403,181.8350669,210.2526003,0,0,1780.869242,0,0,0,0,749914.5989
"211","DKC68-24","Conventional hybrid","G10","Not_Flooded","No","Control","G10_C_1",97.95,129.9,15780.74528,0,4020.010209,1814.517611,1382.29709,0,797.6927004,0,327.6671771,55.21184278,0,0,784.5227157,146.6870852,1373.221031,1623.695763,107.2179684,32052.82287,0,95.94691169,2974.24196,2034.558448,0,101.6130679,119.2853497,0,308.8820827,0,59.49974477,0,0,0,0,111.3425217,0,0,66.44206228,104.6145993,56.98825932,125.4109239,0,66425.13527
"212","DKC68-24","Conventional hybrid","G10","Not_Flooded","No","Control","G10_C_2",87.54,123.7,15883.51611,97.80671693,3933.104866,1764.439114,1919.705278,0,533.6988805,0,471.0646562,0,0,53.90678547,1229.175234,180.0776788,3905.631711,1390.38154,90.05026274,28400.36555,0,62.94265479,2192.87183,1645.681974,81.58556089,0,271.3159698,NA,240.7585104,0,59.20721956,0,0,0,0,83.9501942,0,0,79.47224126,57.72218414,77.46173178,128.4441398,NA,64834.33859
"213","DKC68-24","Conventional hybrid","G10","Not_Flooded","No","Control","G10_C_3",80.04,119.8,21915.91704,0,4831.996502,2526.186907,1683.433283,0,1860.457271,0,693.6656672,0,0,93.37831084,1513.493253,172.0514743,4902.411294,1916.016992,136.5567216,37354.98501,0,81.89655172,2711.569215,2033.42079,0,156.3218391,138.9055472,0,318.8530735,0,0,0,0,0,0,119.2653673,0,0,202.7736132,103.035982,67.01649175,166.7291354,143.4032984,85843.74063
"214","DKC68-24","Conventional hybrid","G10","Not_Flooded","No","Control","G10_C_4",48.63,112.3,20519.76146,2437.075879,7282.438824,11829.54966,2834.155871,0,2346.822949,0,2383.508123,424.3265474,0,0,8514.065392,99.3008431,12150.17479,3232.942628,292.9878676,54414.39441,0,140.5099733,7414.970183,6019.370759,0,188.9574337,1283.569813,222.7225992,957.6393173,0,392.6588526,83.6931935,933.5595312,0,0,497.6968949,0,0,407.6290356,99.91774625,231.955583,630.454452,212.1324285,148478.943
"215","DKC68-24","Conventional hybrid","G10","Not_Flooded","No","Control","G10_C_5",58.02,114.5,38586.14271,0,8122.681834,3700,2425.405033,0,3075.094795,0,2016.856256,114.8052396,62.28886591,104.3260945,3334.78111,287.9007239,11995.70838,3121.009997,252.3440193,52397.36298,0,148.4315753,3783.212685,2792.830059,0,164.0813513,596.0013788,93.6918304,397.8628059,0,142.4336436,0,107.7559462,0,0,147.6042744,0,0,168.9072734,112.4956911,75.16373664,159.0313685,707.9627715,139194.1744
"216","DKC68-24","Conventional hybrid","G10","Not_Flooded","No","Control","G10_C_6",87.25,130.8,22963.02579,0,5600.504298,1516.87106,1540.011461,0,1855.335244,0,873.0659026,0,46.25787966,68.74498567,1278.223496,222.5558739,6051.255014,2263.426934,185.6962751,40220.6533,0,114.8767908,1590.716332,1259.151862,0,152.0114613,205.4441261,0,183.0372493,0,0,0,0,0,0,52.55014327,0,0,218.4527221,0,0,72.59598854,568.6189112,89103.0831
"217","DKC68-24","Conventional hybrid","G10","Not_Flooded","Herbivory","Herbivory","G10_H_1",68.07,116.8,14487.86543,0,3187.762597,16599.14794,2486.734244,0,623.4023799,555.531071,4442.808873,75.96591744,100.7639195,323.4023799,7612.589981,283.6932569,57622.37403,2039.562215,0,3934.479213,0,0,1162.215367,1001.674747,0,0,1047.58337,117.5554576,268.2679595,0,6810.915234,228.6910533,0,15647.40708,0,0,0,0,197.2381372,118.3928309,202.5855737,216.1598355,806.4639342,142201.234
"218","DKC68-24","Conventional hybrid","G10","Not_Flooded","Herbivory","Herbivory","G10_H_2",58.99,111.1,16721.05442,0,3183.370063,25060.2814,2014.900831,0,1338.752331,1176.419732,16607.78098,0,0,1310.866249,22722.1902,0,282637.0232,3409.086286,0,8627.903034,0,0,2445.668757,2198.57603,0,487.0825564,1721.851161,0,841.9732158,0,29305.76369,1048.87269,0,64856.95881,0,0,0,0,456.7892863,444.7703001,418.426852,823.003899,1056.094253,490915.4602
"219","DKC68-24","Conventional hybrid","G10","Not_Flooded","Herbivory","Herbivory","G10_H_3",80.66,129.3,16151.71089,329.6677411,1714.877263,14763.5631,6147.557649,0,624.336722,471.2992809,3458.938755,0,117.98909,570.1338954,8012.918423,414.9764443,88322.88619,2003.905281,0,3741.569551,0,0,842.0902554,790.7760972,0,326.6303,892.9704934,95.85916191,288.0362013,0,12188.50731,431.5150012,0,33558.20729,0,0,0,0,304.0416563,165.5467394,129.0602529,389.4123481,211.728242,197460.7116
"220","DKC68-24","Conventional hybrid","G10","Not_Flooded","Herbivory","Herbivory","G10_H_4",72.58,124.2,16997.80931,0,6144.543952,18843.23505,16643.71728,0,1368.200606,1076.522458,12009.71342,588.9639019,526.2193442,2646.045743,46910.81565,13422.45798,253922.6371,4461.463213,0,29101.54312,0,393.0421604,1242.339487,1105.125379,0,1220.157068,1088.357674,350.0688895,0,0,15574.67622,488.950124,0,29507.24718,0,0,0,0,0,269.3717277,308.845412,452.9622486,524.9104436,477189.9421
"221","DKC68-24","Conventional hybrid","G10","Not_Flooded","Herbivory","Herbivory","G10_H_5",64.05,119.7,17628.55582,0,4059.937549,24402.01405,12379.07884,0,1408.415301,1628.711944,29221.90476,0,0,3665.886027,56315.89383,0,533111.7721,3460.265418,0,10937.36144,0,0,1631.131928,1420.078064,0,2143.497268,1873.021077,0,1579.328649,0,46614.67603,1576.580796,0,88326.37002,0,0,0,0,0,538.0952381,603.6221702,1409.539422,3566.479313,849502.2171
"222","DKC68-24","Conventional hybrid","G10","Not_Flooded","Herbivory","Herbivory","G10_H_6",60.91,121.3,21394.76276,0,4900.476112,27948.21868,10274.61829,0,2261.25431,1571.909374,26838.45017,0,506.0581185,2984.501724,31162.19012,0,411357.035,4285.355442,0,9785.207683,0,473.1406994,1745.394845,1531.259235,0,1845.624692,2942.209818,0,1832.21146,0,53137.16959,2056.788705,0,102757.626,0,0,0,0,1029.847316,926.9249713,755.0648498,1802.692497,3524.856345,731630.8488
"223","DKC68-24","Conventional hybrid","G10","Flooded","No","Flooding","G10_F_1",60.07,109.4,37835.9747,5393.157982,6565.806559,8833.194606,3638.072249,0,1610.804062,200.1997669,526.1195272,341.9011154,81.27184951,52.30564342,2780.156484,176.7604461,7541.817879,2034.459797,106.1594806,43725.90311,0,0,4881.521558,4058.06559,0,0,953.9703679,123.5724988,576.1444981,59.14766106,71.96603962,277.3098052,0,0,0,229.4489762,0,0,47.64441485,80.60595971,114.8659897,220.2264025,72.1824538,133210.7375
"224","DKC68-24","Conventional hybrid","G10","Flooded","No","Flooding","G10_F_2",34.9,90.1,60841.60458,0,7468.510029,21389.25501,5507.106017,0,484.0687679,505.3295129,1195.530086,0,201.747851,62.97994269,15575.78797,0,14069.42693,3020.544413,109.0830946,21006.76218,0,0,3551.060172,2934.756447,0,0,352.2922636,0,243.1232092,0,299.1690544,0,0,0,0,0,0,0,100.8882521,0,294.8424069,232.9512894,0,159446.8195
"225","DKC68-24","Conventional hybrid","G10","Flooded","No","Flooding","G10_F_3",41.06,92.2,60194.83682,0,20526.08378,20066.60984,3858.913785,0,10331.95324,701.7535314,1991.183634,582.148076,177.9347297,0,6157.98831,850.1948368,16111.76327,8585.460302,333.7798344,158736.4345,0,379.079396,9043.667803,7412.786167,0,222.0896249,2220.603994,320.6283488,1090.16074,0,213.5411593,0,745.2021432,0,0,517.7788602,0,0,944.6906965,479.7613249,348.5630784,523.2099367,1043.058938,334711.8607
"226","DKC68-24","Conventional hybrid","G10","Flooded","No","Flooding","G10_F_4",61.04,111.4,26073.36173,0,4629.898427,9552.293578,2460.747051,0,649.4757536,202.7522936,734.3381389,0,0,0,3908.813893,159.6821756,5227.834207,1768.037353,80.86500655,43926.75295,0,70.41284404,1813.71232,1536.828309,0,106.8971166,850.9010485,91.44823067,170.0196592,0,0,0,0,0,0,0,0,0,0,0,141.8577982,139.7444299,72.11664482,104368.791
"227","DKC68-24","Conventional hybrid","G10","Flooded","No","Flooding","G10_F_5",39.69,94.8,46445.83018,0,5566.087176,39370.77349,4245.175107,0,2753.439153,1216.024187,2115.923406,366.792643,120.7860922,355.2784077,32109.82615,0,38752.17939,2575.988914,2576.215671,53646.00655,0,114.6888385,0,0,0,0,5777.324263,811.4134543,0,0,973.015873,0,1024.565382,0,0,0,0,0,267.4981104,1439.68254,1139.707735,224.1370622,208.7931469,244197.1529
"228","DKC68-24","Conventional hybrid","G10","Flooded","No","Flooding","G10_F_6",39.12,93,42013.72699,0,7422.571575,21947.46933,4223.977505,0,2047.827198,708.0521472,1914.723926,436.196319,117.6891616,159.0235174,19553.98773,0,20081.5184,2855.904908,99.76993865,63019.4274,0,171.0633947,5306.186094,4344.810838,0,171.497955,1325.843558,156.390593,502.8885481,0,119.1717791,0,112.9345603,0,0,166.692229,0,0,153.5787321,120.9611452,279.1666667,267.2801636,245.0664622,200045.3988
"229","DKC68-24","Conventional hybrid","G10","Flooded","Herbivory","DualStress","G10_FH_1",35.7,87.8,43024.98599,882.464986,11768.93557,43171.76471,23478.62745,0,3376.022409,1826.918768,18773.64146,711.3445378,825.9383754,2885.686275,73002.493,0,475308.7115,9153.893557,619.8879552,32949.32773,0,0,5871.148459,5156.862745,0,782.5210084,4117.45098,0,2633.305322,0,56755.15406,1954.621849,0,100756.0504,0,547.9271709,0,0,946.3305322,992.9691877,750.0560224,1852.829132,10927.22689,935805.098
"230","DKC68-24","Conventional hybrid","G10","Flooded","Herbivory","DualStress","G10_FH_2",40.68,90.1,36972.86136,1030.60472,10659.39036,23037.48771,3644.936087,0,1601.548673,680.6784661,3278.539823,387.3647984,327.8023599,0,19350.66372,1078.834808,29148.96755,4601.278269,44.22320551,21210.07866,0,125.93412,3030.653884,2588.003933,0,61.6027532,1323.47591,138.913471,509.1199607,0,7091.199607,218.9528024,0,16550.17207,0,112.2173058,0,0,493.1907571,154.4985251,198.107178,188.5939036,437.3647984,190277.2615
"231","DKC68-24","Conventional hybrid","G10","Flooded","Herbivory","DualStress","G10_FH_3",53.01,106.5,25576.60819,247.0854556,4993.30315,26084.28598,2175.947934,0,1868.024901,909.7717412,5936.69119,169.2699491,425.6744011,854.3671005,15431.23939,680.2867384,136170.2886,3668.854933,0,10333.48425,0,0,2440.067912,2094.680249,0,0,1700.60366,175.8158838,1153.32956,0,20029.99434,740.3886059,0,53495.68006,0,197.6985474,0,0,318.2795699,398.7172232,276.5327297,0,3248.74552,321795.7178
"232","DKC68-24","Conventional hybrid","G10","Flooded","Herbivory","DualStress","G10_FH_4",37.87,88.4,101597.2274,0,33668.86718,8994.718775,187724.3993,0,7550.594138,1032.928439,12230.97439,332.1098495,792.3950356,951.9936625,70367.75812,20546.89728,142564.7742,1998.7061,0,34100.39609,0,0,652.8914708,469.2632691,0,809.4269871,672.6960655,0,489.8072353,0,20470.18748,364.2989173,0,32304.7267,420.5175601,0,0,0,188.6717719,0,0,0,0,681297.2274
"233","DKC68-24","Conventional hybrid","G10","Flooded","Herbivory","DualStress","G10_FH_5",46.16,100.1,82235.61525,0,28763.2799,8391.291161,58922.46534,0,7071.078856,0,6498.071924,390.229636,466.8110919,570.5155979,38727.16638,20367.00607,81000.2383,3058.882149,215.6629116,30677.64298,0,304.8960139,620.992201,508.3405546,0,590.0996534,955.5025997,145.212305,83.05892548,0,8979.52773,161.7417678,94.95233969,14828.18458,0,0,0,0,1383.838821,91.50779896,0,0,313.3882149,396417.2011
"234","DKC68-24","Conventional hybrid","G10","Flooded","Herbivory","DualStress","G10_FH_6",37.13,83.2,102876.111,0,38974.68354,10509.6418,153497.9262,0,8458.901158,1781.389712,12044.43846,838.4594667,873.4985187,990.3043361,62023.05413,19356.45031,117185.9413,2903.312685,0,33601.18503,0,0,1631.861029,1230.29895,0,1261.486668,590.0350121,0,374.7912739,0,13780.42015,248.6399138,0,21737.84002,309.6148667,0,0,0,569.0816052,0,0,0,0,607649.3671
